#,tenure,tenure_cat,PhoneService,MultipleLines,MonthlyCharges,TotalCharges,Churn
6207,52,Cat 6,1,1,95.65,5088.4,No
6300,52,Cat 6,1,1,80.95,4233.95,No
6405,52,Cat 6,1,1,109.3,5731.4,No
6423,52,Cat 6,1,0,53.75,2790.65,No
6426,52,Cat 6,0,0,44.25,2276.1,No
6436,52,Cat 6,0,0,50.2,2554,No
6498,52,Cat 6,1,1,103.05,5364.8,No
6743,52,Cat 6,1,0,79.2,4016.3,No
6748,52,Cat 6,0,0,35.45,1958.95,No
6752,52,Cat 6,1,0,19.65,1025.05,No
6872,52,Cat 6,1,1,94.6,5025.8,No
251,51,Cat 6,1,0,93.5,4619.55,No
316,51,Cat 6,1,1,110.05,5686.4,No
414,51,Cat 6,1,1,87.35,4473,No
599,51,Cat 6,1,1,90.35,4614.55,No
608,51,Cat 6,1,0,47.85,2356.75,No
687,51,Cat 6,1,1,24.6,1266.4,No
690,51,Cat 6,1,1,83.4,4149.45,No
878,51,Cat 6,0,0,60.15,3077,No
1091,51,Cat 6,1,1,107.45,5680.9,No
1350,51,Cat 6,0,0,49.65,2553.35,No
1365,51,Cat 6,1,0,85.5,4421.95,No
1484,51,Cat 6,1,0,69.75,3562.5,No
1498,51,Cat 6,1,0,79.15,4018.55,No
1610,51,Cat 6,1,1,111.55,5720.35,No
1611,51,Cat 6,1,0,60.5,3121.45,No
1664,51,Cat 6,1,1,94.65,4812.75,Yes
1723,51,Cat 6,0,0,56.4,2928.5,No
1872,51,Cat 6,1,1,93.8,4539.35,No
1936,51,Cat 6,1,0,19.85,996.95,No
1937,51,Cat 6,1,0,60.5,3145.15,No
2057,51,Cat 6,1,1,81,4085.75,No
2064,51,Cat 6,1,0,76.4,3966.3,No
2131,51,Cat 6,1,1,94.8,4837.6,Yes
2158,51,Cat 6,1,1,106.8,5498.8,No
2671,51,Cat 6,1,1,95.15,5000.05,No
2917,51,Cat 6,0,0,44.45,2181.55,No
2947,51,Cat 6,1,1,80.75,4116.9,No
2957,51,Cat 6,1,0,99,5038.15,No
2966,51,Cat 6,1,1,80,4242.35,Yes
3069,51,Cat 6,1,1,96.4,4911.05,No
3083,51,Cat 6,1,1,59.9,3043.6,No
3177,51,Cat 6,1,1,25.5,1281.25,No
3215,51,Cat 6,1,1,79.6,3974.7,No
3331,51,Cat 6,1,1,97.8,4913.3,Yes
3429,51,Cat 6,1,1,93.8,4750.95,Yes
3513,51,Cat 6,1,1,25,1260.7,No
3601,51,Cat 6,1,1,84.2,4146.05,Yes
3649,51,Cat 6,1,1,90.15,4554.85,No
3662,51,Cat 6,1,0,87.55,4475.9,No
3833,51,Cat 6,1,1,78.65,3950.85,No
3851,51,Cat 6,1,0,83.25,4089.45,No
3874,51,Cat 6,0,0,34.2,1782,No
3989,51,Cat 6,1,1,81.15,4126.2,No
4009,51,Cat 6,0,0,56.15,2898.95,No
4115,51,Cat 6,1,0,19.95,1028.75,No
4303,51,Cat 6,1,0,86.35,4267.15,No
4439,51,Cat 6,1,1,24.95,1222.25,No
4670,51,Cat 6,1,0,20.45,1042.65,No
4910,51,Cat 6,1,0,83.85,4307.1,No
4919,51,Cat 6,1,0,19.55,1086.75,No
4993,51,Cat 6,0,0,30.05,1529.45,No
5200,51,Cat 6,1,1,111.5,5703.25,No
5390,51,Cat 6,1,0,69.15,3649.6,No
5409,51,Cat 6,1,1,24.95,1288,No
5427,51,Cat 6,1,1,75.2,3901.25,No
5527,51,Cat 6,1,1,23.95,1216.35,No
5578,51,Cat 6,1,0,19.1,1007.8,No
5928,51,Cat 6,1,1,24.75,1234.6,No
6024,51,Cat 6,1,0,19.6,967.9,No
6225,51,Cat 6,1,1,84.2,4299.75,No
6418,51,Cat 6,1,1,77.5,3807.35,Yes
6460,51,Cat 6,0,0,29.45,1459.35,No
6647,51,Cat 6,1,0,19.4,997.75,No
6758,51,Cat 6,0,0,59.3,3014.65,Yes
6760,51,Cat 6,1,1,93.65,4839.15,No
6901,51,Cat 6,1,0,94,4905.75,No
6975,51,Cat 6,1,1,98.85,4947.55,No
7018,51,Cat 6,1,0,20.65,1020.75,No
69,50,Cat 5,1,0,20.15,930.9,No
232,50,Cat 5,1,0,93.5,4747.5,No
258,50,Cat 5,1,1,114.35,5791.1,No
267,50,Cat 5,1,1,24.9,1195.25,No
549,50,Cat 5,1,1,101.9,5265.5,No
615,50,Cat 5,1,1,69.5,3418.2,No
648,50,Cat 5,1,1,69.65,3442.15,No
831,50,Cat 5,1,1,108.55,5610.7,Yes
892,50,Cat 5,1,1,103.85,5017.9,Yes
900,50,Cat 5,1,1,94.4,4914.9,No
1031,50,Cat 5,1,0,69.75,3557.7,No
1122,50,Cat 5,1,1,82.5,4179.1,No
1334,50,Cat 5,0,0,35.4,1748.9,No
1589,50,Cat 5,1,1,106.8,5347.95,No
1659,50,Cat 5,1,1,105.95,5341.8,Yes
1751,50,Cat 5,1,0,89.7,4304.5,No
1761,50,Cat 5,1,1,54.9,2614.1,No
2090,50,Cat 5,0,0,39.7,1932.75,No
2092,50,Cat 5,1,0,20.15,970.85,No
2182,50,Cat 5,1,1,84.15,4164.4,No
2212,50,Cat 5,1,1,104.4,5232.9,No
2433,50,Cat 5,1,1,25.2,1306.3,No
2459,50,Cat 5,1,1,105.05,5163.3,No
2501,50,Cat 5,1,0,75.5,4025.6,No
2791,50,Cat 5,1,1,109.65,5551.15,Yes
2926,50,Cat 5,1,0,103.05,5153.5,No
3032,50,Cat 5,1,0,71.05,3444.85,Yes
3057,50,Cat 5,1,1,70.5,3486.65,No
3107,50,Cat 5,1,0,19.4,1023.95,No
3169,50,Cat 5,1,0,19.35,1033,No
3202,50,Cat 5,1,1,79.6,4024.2,No
3526,50,Cat 5,1,1,95.05,4888.7,Yes
3546,50,Cat 5,1,1,95.7,4729.75,No
3591,50,Cat 5,1,0,19.85,943.1,No
3667,50,Cat 5,1,1,84.4,4116.15,Yes
3686,50,Cat 5,0,0,44.45,2188.45,No
3810,50,Cat 5,1,0,20.15,989.05,No
3817,50,Cat 5,1,1,75.15,3822.45,No
3855,50,Cat 5,1,1,109.65,5405.8,No
3870,50,Cat 5,1,1,98.25,4858.7,No
3930,50,Cat 5,1,0,44.8,2230.85,No
4101,50,Cat 5,1,0,19.8,1013.2,No
4168,50,Cat 5,1,1,75.7,3876.2,No
4282,50,Cat 5,0,0,35,1782.4,No
4348,50,Cat 5,1,0,100.2,5038.45,No
4470,50,Cat 5,1,0,90.1,4549.45,No
4713,50,Cat 5,1,1,108.25,5431.4,No
4725,50,Cat 5,1,1,80.05,4042.2,No
4881,50,Cat 5,1,0,20.55,1067.65,No
4961,50,Cat 5,1,1,95.7,4816.7,Yes
5115,50,Cat 5,1,1,83.4,4113.7,No
5140,50,Cat 5,1,1,24.95,1261.45,No
5186,50,Cat 5,1,0,70.8,3478.15,No
5296,50,Cat 5,1,1,108.75,5431.9,No
5373,50,Cat 5,1,1,104.95,5222.35,No
5400,50,Cat 5,1,0,19.75,989.05,No
6014,50,Cat 5,1,1,100.65,5189.75,No
6144,50,Cat 5,1,0,20.35,938.95,No
6186,50,Cat 5,1,1,103.95,5231.3,No
6253,50,Cat 5,0,0,39.45,2021.35,No
6352,50,Cat 5,1,1,103.7,5071.05,Yes
6457,50,Cat 5,1,0,70.35,3533.6,No
6465,50,Cat 5,1,1,70.35,3454.6,No
6585,50,Cat 5,1,0,20.55,1070.25,No
6640,50,Cat 5,1,0,103.4,5236.4,No
6710,50,Cat 5,1,1,99.4,5059.75,No
6967,50,Cat 5,0,0,43.05,2208.05,No
6994,50,Cat 5,1,1,88.05,4367.35,Yes
14,49,Cat 5,1,1,103.7,5036.3,Yes
25,49,Cat 5,1,0,59.6,2970.3,No
46,49,Cat 5,1,1,84.5,3906.7,No
85,49,Cat 5,1,0,20.15,973.35,No
442,49,Cat 5,1,1,101.55,5070.4,No
630,49,Cat 5,1,1,90.05,4547.25,Yes
644,49,Cat 5,1,0,89.85,4287.2,No
668,49,Cat 5,0,0,30.2,1453.1,No
885,49,Cat 5,0,0,35.8,1782,No
972,49,Cat 5,1,1,93.85,4733.1,No
1069,49,Cat 5,1,1,99.05,4853.75,Yes
1229,49,Cat 5,1,1,100.85,4847.35,No
1274,49,Cat 5,1,1,88.2,4159.45,No
1503,49,Cat 5,1,1,55.35,2633.95,No
1616,49,Cat 5,1,0,20.05,923.1,No
1927,49,Cat 5,1,1,99.8,4872.45,Yes
1956,49,Cat 5,1,1,95.4,4613.95,No
2006,49,Cat 5,1,1,100.45,4941.8,Yes
2071,49,Cat 5,1,1,59.75,2934.3,Yes
2262,49,Cat 5,1,1,52.15,2583.75,No
2318,49,Cat 5,1,1,25.25,1211.65,No
2323,49,Cat 5,1,0,20.45,1024.65,No
2352,49,Cat 5,1,0,67.4,3306.85,No
2363,49,Cat 5,0,0,39.2,1838.15,No
2468,49,Cat 5,1,1,97.95,4917.9,No
2731,49,Cat 5,1,1,106.65,5168.1,No
2837,49,Cat 5,1,1,98.7,4920.55,No
2920,49,Cat 5,0,0,49.65,2409.9,No
2948,49,Cat 5,1,0,90.4,4494.65,No
3056,49,Cat 5,1,1,75.2,3678.3,Yes
3282,49,Cat 5,1,0,94.8,4690.65,No
3342,49,Cat 5,1,0,43.8,2106.05,No
3542,49,Cat 5,0,0,40.65,2070.75,No
3642,49,Cat 5,1,0,74.45,3721.9,No
3657,49,Cat 5,1,0,49.8,2398.4,No
3951,49,Cat 5,1,1,96.2,4718.25,Yes
4083,49,Cat 5,1,1,84.35,4059.35,Yes
4258,49,Cat 5,1,0,99.4,5025,No
4305,49,Cat 5,1,0,19,918.7,No
4363,49,Cat 5,1,0,20.7,1032.05,No
4382,49,Cat 5,1,1,90.85,4515.85,Yes
4428,49,Cat 5,1,0,100.65,4917.75,No
4700,49,Cat 5,1,1,106.65,5174.35,No
4708,49,Cat 5,1,1,109.2,5290.45,No
4794,49,Cat 5,1,0,99.25,4920.8,No
5075,49,Cat 5,1,0,19.45,921.3,No
5094,49,Cat 5,1,1,66.15,3199,No
5144,49,Cat 5,1,0,87.2,4345,No
5317,49,Cat 5,1,1,93.65,4520.15,No
5335,49,Cat 5,1,1,107.95,5293.2,Yes
5498,49,Cat 5,0,0,51.8,2541.25,Yes
5568,49,Cat 5,1,1,103,5166.2,No
5673,49,Cat 5,1,1,71.8,3472.05,No
5714,49,Cat 5,1,1,81.35,4060.9,No
5889,49,Cat 5,1,1,95.6,4783.5,Yes
5902,49,Cat 5,1,1,84.5,4254.85,Yes
5965,49,Cat 5,1,0,61.75,3024.15,No
6462,49,Cat 5,1,0,85.3,4297.95,No
6527,49,Cat 5,1,1,100.6,5069.65,Yes
6581,49,Cat 5,1,0,78,3824.2,No
6658,49,Cat 5,1,0,20.45,900.9,No
6712,49,Cat 5,1,1,98.35,4889.2,No
6722,49,Cat 5,1,1,79.3,3902.45,No
6871,49,Cat 5,1,1,74.6,3720.35,No
6952,49,Cat 5,1,0,19.9,1022.6,No
6965,49,Cat 5,0,0,56.3,2780.6,No
88,48,Cat 5,1,0,20.65,1057,No
310,48,Cat 5,1,1,78.75,3682.45,No
385,48,Cat 5,1,1,108.1,5067.45,No
415,48,Cat 5,1,0,70.65,3545.05,No
482,48,Cat 5,0,0,45.3,2145,Yes
677,48,Cat 5,1,1,24.55,1203.95,No
749,48,Cat 5,1,0,19.25,855.1,No
1119,48,Cat 5,1,1,105.25,4997.5,No
1313,48,Cat 5,1,1,70.95,3629.2,No
1358,48,Cat 5,1,1,111.45,5315.1,No
1386,48,Cat 5,1,0,102.5,4904.25,No
1425,48,Cat 5,1,0,19.95,936.7,No
1588,48,Cat 5,1,1,26.3,1245.05,No
1598,48,Cat 5,1,1,96.9,4473.45,No
1633,48,Cat 5,1,1,106.1,5082.8,Yes
1637,48,Cat 5,1,1,24.35,1133.7,No
1866,48,Cat 5,1,1,99,4744.35,No
2053,48,Cat 5,1,1,103.85,4946.05,No
2091,48,Cat 5,0,0,29.5,1423.05,No
2300,48,Cat 5,1,0,55.5,2627.35,No
2301,48,Cat 5,1,1,103.25,5037.55,Yes
2312,48,Cat 5,1,0,104.5,5068.05,No
2341,48,Cat 5,0,0,45,2196.3,No
2385,48,Cat 5,1,1,91.05,4370.75,No
2461,48,Cat 5,1,0,19.55,883.35,No
2580,48,Cat 5,1,0,20.15,982.95,No
2895,48,Cat 5,1,0,60.35,2896.4,Yes
3046,48,Cat 5,1,0,65.65,3094.65,No
3209,48,Cat 5,1,1,70.55,3420.5,No
3308,48,Cat 5,1,1,79.65,3870.3,No
3312,48,Cat 5,0,0,44.8,2104.55,No
3461,48,Cat 5,1,0,100.05,4834,No
3749,48,Cat 5,1,0,78.9,3771.5,No
3899,48,Cat 5,1,1,25.05,1171.5,No
3925,48,Cat 5,1,1,82.05,4029.95,Yes
4220,48,Cat 5,1,0,75.15,3772.65,No
4279,48,Cat 5,1,0,97.05,4692.95,No
4468,48,Cat 5,1,1,69.55,3435.6,No
4862,48,Cat 5,1,0,58.95,2789.7,No
4871,48,Cat 5,1,1,64.4,3035.35,No
4876,48,Cat 5,1,1,117.45,5438.9,Yes
5035,48,Cat 5,0,0,29.9,1388.75,No
5217,48,Cat 5,0,0,34.7,1604.5,Yes
5356,48,Cat 5,1,1,95.4,4445.3,No
5395,48,Cat 5,1,1,105.1,5083.55,No
5581,48,Cat 5,1,0,19.95,1004.5,No
5583,48,Cat 5,1,1,24,1183.05,No
5736,48,Cat 5,1,0,20,935.9,No
5762,48,Cat 5,0,0,39.4,1978.65,No
5814,48,Cat 5,1,1,111.8,5443.65,No
5999,48,Cat 5,1,0,20.05,1036,No
6117,48,Cat 5,1,1,73.85,3581.4,No
6296,48,Cat 5,1,0,20.2,1027.25,No
6316,48,Cat 5,1,0,70.1,3238.4,No
6618,48,Cat 5,1,1,83.45,3887.85,No
6657,48,Cat 5,1,1,23.55,1173.35,No
6681,48,Cat 5,1,0,95.5,4627.85,Yes
6711,48,Cat 5,1,0,69.7,3023.65,No
6770,48,Cat 5,1,0,19.85,916,No
6864,48,Cat 5,1,1,60.6,2985.25,No
6893,48,Cat 5,1,0,99.7,4977.2,No
6929,48,Cat 5,1,0,55.8,2651.2,No
6947,48,Cat 5,0,0,45.55,2108.35,No
6953,48,Cat 5,1,1,107.4,5121.3,Yes
27,47,Cat 5,1,1,99.35,4749.15,Yes
61,47,Cat 5,1,1,100.5,4707.1,No
67,47,Cat 5,1,1,78.9,3650.35,No
230,47,Cat 5,1,1,85.3,4107.25,No
364,47,Cat 5,1,0,20.55,945.7,No
572,47,Cat 5,1,1,59.6,2754,No
693,47,Cat 5,1,0,20.55,1013.05,No
699,47,Cat 5,1,0,84.95,4018.05,No
741,47,Cat 5,1,1,65,2879.9,No
823,47,Cat 5,1,1,103.1,4889.3,No
1028,47,Cat 5,1,1,94.9,4615.25,No
1067,47,Cat 5,1,0,19.65,973.1,No
1130,47,Cat 5,1,1,86.05,3865.6,No
1194,47,Cat 5,1,0,74.45,3510.3,No
1231,47,Cat 5,1,1,87.2,4017.45,No
1259,47,Cat 5,1,0,20.15,1046.2,No
1314,47,Cat 5,1,1,109.55,5124.55,Yes
1574,47,Cat 5,1,0,96.1,4391.45,No
1661,47,Cat 5,1,1,25.4,1139.2,No
1701,47,Cat 5,1,0,20.45,943,No
1851,47,Cat 5,1,1,67.45,3252,No
1877,47,Cat 5,1,1,95.2,4563,No
1928,47,Cat 5,1,1,107.35,5118.95,Yes
2013,47,Cat 5,1,1,98.75,4533.7,Yes
2054,47,Cat 5,1,1,83.35,4065,Yes
2069,47,Cat 5,1,1,100.75,4669.2,No
2333,47,Cat 5,1,0,66.05,3021.45,No
2378,47,Cat 5,1,0,55.3,2654.05,No
2457,47,Cat 5,1,1,24.55,1160.45,No
2475,47,Cat 5,1,1,106.35,4849.1,No
2524,47,Cat 5,1,0,20.25,873.4,No
2553,47,Cat 5,1,1,26.9,1250.85,No
2643,47,Cat 5,1,0,85.3,4045.65,Yes
2858,47,Cat 5,1,0,63.8,3007.25,No
2891,47,Cat 5,1,0,70.55,3309.25,Yes
3072,47,Cat 5,1,1,90.5,4318.35,No
3149,47,Cat 5,1,0,75.45,3545.1,No
3268,47,Cat 5,1,0,20.05,951.55,No
3415,47,Cat 5,0,0,41.9,1875.25,No
3487,47,Cat 5,1,1,94.8,4535.85,No
3619,47,Cat 5,1,1,54.25,2538.2,No
3778,47,Cat 5,1,0,19.3,890.5,No
3859,47,Cat 5,1,0,86.95,4138.9,No
3911,47,Cat 5,1,1,106.4,5127.95,Yes
4137,47,Cat 5,1,0,19.9,942.95,No
4890,47,Cat 5,1,1,113.45,5317.8,No
4964,47,Cat 5,1,0,73.6,3522.65,No
4997,47,Cat 5,1,1,74.05,3496.3,No
5108,47,Cat 5,1,0,58.6,2723.4,No
5112,47,Cat 5,1,0,85.5,4042.3,Yes
5129,47,Cat 5,1,1,99.7,4747.2,No
5199,47,Cat 5,1,1,80.35,3825.85,Yes
5333,47,Cat 5,1,0,58.9,2813.05,No
5727,47,Cat 5,1,0,21.3,1041.8,No
5752,47,Cat 5,1,0,20.25,1029.8,No
5797,47,Cat 5,0,0,60,2768.65,No
5865,47,Cat 5,1,0,19.65,921.55,No
5887,47,Cat 5,1,0,19.75,948.9,No
5913,47,Cat 5,1,1,85.2,3969.35,Yes
6050,47,Cat 5,1,0,20.05,1016.7,No
6132,47,Cat 5,1,1,95.05,4504.55,Yes
6168,47,Cat 5,1,0,90.05,4137.2,No
6187,47,Cat 5,1,1,110.85,5275.8,Yes
6332,47,Cat 5,0,0,40.3,1794.8,No
6343,47,Cat 5,1,1,104.1,5135.15,No
6454,47,Cat 5,1,1,100.05,4871.05,Yes
6663,47,Cat 5,0,0,39.65,1798.65,No
6949,47,Cat 5,1,0,103.7,4730.6,No
38,46,Cat 5,1,0,74.8,3548.3,No
77,46,Cat 5,1,0,55.65,2688.85,No
89,46,Cat 5,1,0,19.95,927.1,No
333,46,Cat 5,1,1,94.9,4422.95,No
412,46,Cat 5,1,1,24.45,1066.15,No
592,46,Cat 5,1,1,24.9,1174.8,No
604,46,Cat 5,1,1,108.65,4903.2,No
632,46,Cat 5,1,1,55,2473.95,No
716,46,Cat 5,1,1,89.15,4245.55,No
786,46,Cat 5,1,1,110,4874.8,Yes
804,46,Cat 5,1,0,64.2,3009.5,No
1082,46,Cat 5,1,1,98.85,4564.9,No
1178,46,Cat 5,1,1,79.2,3593.8,No
1260,46,Cat 5,1,0,95.25,4424.2,Yes
1383,46,Cat 5,1,1,24.95,1165.9,No
1543,46,Cat 5,1,0,21.1,937.1,No
1602,46,Cat 5,1,1,94.65,4312.5,No
1623,46,Cat 5,1,0,70.6,3231.05,No
1665,46,Cat 5,1,1,96.05,4399.5,Yes
1716,46,Cat 5,1,0,19.4,967.85,No
1856,46,Cat 5,1,0,20.1,936.85,No
1895,46,Cat 5,0,0,43.95,2007.85,No
1943,46,Cat 5,1,0,19.2,908.15,No
1958,46,Cat 5,1,1,53.1,2459.8,No
2109,46,Cat 5,1,0,44.95,2168.9,No
2120,46,Cat 5,1,0,20.2,845.6,No
2150,46,Cat 5,1,1,101.1,4674.4,No
2187,46,Cat 5,1,0,19.95,862.4,No
2357,46,Cat 5,1,0,45.2,2065.15,No
2484,46,Cat 5,1,1,100.7,4541.2,Yes
2561,46,Cat 5,1,1,93.7,4154.8,Yes
2682,46,Cat 5,0,0,40.4,1842.7,No
2756,46,Cat 5,1,0,19.6,851.2,No
2768,46,Cat 5,1,1,84.8,3958.85,No
2943,46,Cat 5,1,0,19.95,907.05,No
3043,46,Cat 5,0,0,30.3,1380.1,Yes
3089,46,Cat 5,1,0,81,3846.35,No
3369,46,Cat 5,1,1,94.15,4408.45,No
3446,46,Cat 5,1,1,103.15,4594.65,No
3535,46,Cat 5,1,0,105.2,4822.85,Yes
3682,46,Cat 5,1,1,101,4680.05,Yes
3714,46,Cat 5,1,0,80.4,3605.2,Yes
3820,46,Cat 5,0,0,30.75,1489.3,No
3852,46,Cat 5,1,0,19.25,864.2,No
3854,46,Cat 5,1,1,72.8,3249.4,No
4042,46,Cat 5,0,0,60.75,2893.4,No
4050,46,Cat 5,1,1,100.25,4753.85,No
4245,46,Cat 5,1,0,19.75,856.5,No
4265,46,Cat 5,1,1,104.45,4863.85,No
4402,46,Cat 5,1,1,110.2,4972.1,No
4522,46,Cat 5,0,0,45.55,2062.15,No
4671,46,Cat 5,0,0,35.05,1620.25,No
4686,46,Cat 5,1,1,108.9,4854.3,No
4729,46,Cat 5,0,0,38.25,1755.35,No
4814,46,Cat 5,1,0,99.8,4391.25,No
4880,46,Cat 5,1,1,69.1,3255.35,No
5116,46,Cat 5,1,0,65.65,3047.15,No
5277,46,Cat 5,1,0,56.9,2560.1,No
5293,46,Cat 5,0,0,33.7,1537.85,No
5405,46,Cat 5,1,0,95.65,4664.2,No
5436,46,Cat 5,1,0,90.95,4236.6,No
5588,46,Cat 5,1,0,91.3,4126.35,No
5590,46,Cat 5,1,0,54.35,2460.15,Yes
5648,46,Cat 5,1,0,69.1,3168,No
5786,46,Cat 5,1,0,20.2,917.45,No
5885,46,Cat 5,0,0,59.9,2816.65,Yes
5979,46,Cat 5,1,1,84.25,3847.6,No
6137,46,Cat 5,1,0,20.25,890.35,No
6208,46,Cat 5,1,0,85,3969.4,Yes
6299,46,Cat 5,1,1,80,3769.7,No
6330,46,Cat 5,1,0,104.4,4904.2,No
6511,46,Cat 5,1,1,99.65,4630.2,No
6622,46,Cat 5,1,0,19.4,958.15,No
6724,46,Cat 5,1,0,20.05,902,No
4,45,Cat 5,0,0,42.3,1840.75,No
80,45,Cat 5,1,1,25.9,1216.6,No
265,45,Cat 5,1,1,113.3,5032.25,No
658,45,Cat 5,1,0,78.8,3597.5,No
680,45,Cat 5,1,1,81.4,3775.85,No
731,45,Cat 5,1,1,87.25,3941.7,Yes
875,45,Cat 5,1,1,99.7,4634.35,No
1024,45,Cat 5,1,0,86.1,3861.45,No
1155,45,Cat 5,1,1,24.65,1138.8,No
1247,45,Cat 5,1,1,105.15,4730.9,No
1258,45,Cat 5,0,0,34.2,1596.6,No
1303,45,Cat 5,1,0,81,3533.6,No
1375,45,Cat 5,1,0,84.35,3858.05,No
1430,45,Cat 5,1,1,24.45,1088.25,No
1475,45,Cat 5,1,1,95.95,4456.65,No
1504,45,Cat 5,1,1,102.15,4735.35,No
1669,45,Cat 5,1,1,115.65,5125.5,No
1729,45,Cat 5,1,0,81.65,3618.7,No
1828,45,Cat 5,0,0,50.9,2333.85,No
1843,45,Cat 5,1,0,75.95,3273.8,No
1980,45,Cat 5,1,0,20,886.4,No
1992,45,Cat 5,1,1,78.75,3600.65,No
2056,45,Cat 5,1,1,108.45,4964.7,No
2114,45,Cat 5,1,1,95,4368.85,No
2231,45,Cat 5,1,0,20.35,929.2,No
2409,45,Cat 5,1,0,20.85,892.15,No
2530,45,Cat 5,1,0,62.7,2791.5,Yes
2557,45,Cat 5,1,1,84.55,3713.95,No
3078,45,Cat 5,1,0,53.3,2296.25,No
3183,45,Cat 5,1,0,95.2,4285.8,No
3600,45,Cat 5,1,1,81.3,3541.1,No
3973,45,Cat 5,1,0,50.9,2298.55,No
4002,45,Cat 5,1,1,109.75,4900.65,No
4196,45,Cat 5,1,1,70.05,3062.45,No
4223,45,Cat 5,1,0,112.2,5031.85,No
4275,45,Cat 5,1,0,18.85,867.3,No
4286,45,Cat 5,1,1,73.85,3371,No
4298,45,Cat 5,1,1,73.55,3349.1,No
4304,45,Cat 5,1,1,25.5,1121.05,No
4377,45,Cat 5,1,0,100.3,4483.95,No
4452,45,Cat 5,1,1,93.9,4200.25,No
4602,45,Cat 5,1,1,103.65,4747.85,No
4936,45,Cat 5,1,1,24.7,1174.35,No
4937,45,Cat 5,1,1,97.05,4385.05,No
5087,45,Cat 5,1,0,20.4,930.45,Yes
5225,45,Cat 5,1,1,100.15,4459.8,No
5245,45,Cat 5,1,1,89.3,4192.15,No
5445,45,Cat 5,1,1,107.75,4882.8,No
5489,45,Cat 5,1,1,98.7,4525.8,No
5525,45,Cat 5,1,0,54.65,2553.7,No
5613,45,Cat 5,1,0,62.55,2796.45,No
5686,45,Cat 5,1,0,19.2,903.7,No
5895,45,Cat 5,1,1,100.85,4740,Yes
6165,45,Cat 5,1,1,75.15,3480.35,No
6263,45,Cat 5,1,1,96.75,4442.75,No
6371,45,Cat 5,1,1,89.3,4016.85,Yes
6574,45,Cat 5,0,0,51,2264.5,No
6587,45,Cat 5,1,1,24.65,1171.3,No
6686,45,Cat 5,1,0,50.25,2221.55,No
6813,45,Cat 5,1,0,85.7,3778.1,No
6870,45,Cat 5,1,0,54.15,2319.8,Yes
205,44,Cat 5,1,0,68.85,2958.95,No
389,44,Cat 5,1,1,90.4,4063,No
424,44,Cat 5,1,1,25.7,1110.5,No
469,44,Cat 5,1,0,19.9,868.1,No
614,44,Cat 5,1,1,109.8,4860.35,No
840,44,Cat 5,1,0,20.4,905.55,No
974,44,Cat 5,0,0,30.35,1359.7,Yes
1428,44,Cat 5,1,0,73.85,3122.4,No
1480,44,Cat 5,0,0,49.05,2265,No
1757,44,Cat 5,1,0,74.85,3268.05,No
1792,44,Cat 5,1,0,61.5,2722.2,No
1913,44,Cat 5,1,0,20.5,865.05,No
1917,44,Cat 5,1,1,84.8,3862.55,Yes
2243,44,Cat 5,1,1,24.85,1013.6,No
2277,44,Cat 5,1,1,104.15,4495.65,No
2504,44,Cat 5,1,0,20.6,926,No
2587,44,Cat 5,1,0,19.6,780.25,No
3015,44,Cat 5,1,1,89.2,4040.2,No
3117,44,Cat 5,1,0,89.15,3990.75,No
3119,44,Cat 5,1,0,19.5,835.5,No
3492,44,Cat 5,1,0,70.95,3250.45,No
3503,44,Cat 5,0,0,54,2440.25,No
3670,44,Cat 5,1,1,111.5,4915.15,No
3713,44,Cat 5,1,0,65.4,2774.55,No
4047,44,Cat 5,1,1,50.15,2139.1,No
4210,44,Cat 5,1,0,54.9,2549.1,No
4529,44,Cat 5,1,0,88.15,3973.2,No
4637,44,Cat 5,1,0,20,860.85,No
4736,44,Cat 5,1,1,85.25,3704.15,No
4774,44,Cat 5,0,0,53.95,2375.4,Yes
4889,44,Cat 5,1,0,106.05,4510.8,No
4896,44,Cat 5,1,0,85.15,3670.5,No
5067,44,Cat 5,0,0,54.3,2390.45,No
5132,44,Cat 5,1,1,96.1,4364.1,Yes
5332,44,Cat 5,0,0,54.05,2375.2,No
5505,44,Cat 5,1,1,88.4,3912.9,Yes
5529,44,Cat 5,1,0,59.85,2603.95,No
5569,44,Cat 5,1,1,95.1,4060.55,No
5661,44,Cat 5,1,1,77.55,3471.1,No
5769,44,Cat 5,1,0,90.65,3974.15,No
5868,44,Cat 5,1,0,19.35,847.25,No
5870,44,Cat 5,1,1,94.4,4295.35,No
6184,44,Cat 5,0,0,54.3,2317.1,No
6215,44,Cat 5,1,0,20.05,845.25,No
6265,44,Cat 5,1,0,100.1,4378.35,No
6374,44,Cat 5,1,0,92.95,4122.9,No
6461,44,Cat 5,1,0,100.55,4398.15,Yes
6503,44,Cat 5,1,0,56.25,2419.55,No
6853,44,Cat 5,1,0,61.9,2924.05,No
6917,44,Cat 5,1,0,19.55,819.95,No
7025,44,Cat 5,1,1,84.8,3626.35,No
51,43,Cat 5,1,1,90.25,3838.75,No
109,43,Cat 5,1,1,94.35,3921.3,No
113,43,Cat 5,1,0,91.65,3954.1,No
136,43,Cat 5,1,1,25.7,1188.2,No
171,43,Cat 5,1,0,84.25,3539.25,No
191,43,Cat 5,1,1,71.9,3173.35,No
313,43,Cat 5,1,1,115.05,4895.1,No
337,43,Cat 5,1,1,104.6,4759.85,Yes
